woche;marke;thema;engine;engine_typ;visibility;share_of_voice;mention_count;sentiment;position;visibility_count;visibility_total;sentiment_sum;sentiment_count;position_sum;position_count;brand_id;topic_id;model_channel_id
2026-06-22;Debeka;Risikoleben;Gemini;grounded;0.0333;0.0133;12;60;3.7;7;210;1.9372329711914062;10;26;7;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_4f01314d-b91e-4d28-b1d2-c9766bc59021;google-2
2026-06-22;Debeka;Sterbegeld;AI Mode;grounded;0.0571;0.0177;25;52;8.3;12;210;1.1928863525390625;25;99;12;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_f80fc734-ee26-454b-9cf1-513db3025a9b;google-1
2026-06-22;Debeka;Sterbegeld;AI Overview;grounded;0.0052;0.0014;1;46;10;1;194;-0.07763671875;1;10;1;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_f80fc734-ee26-454b-9cf1-513db3025a9b;google-0
2026-06-22;Debeka;Sterbegeld;ChatGPT;ui_mixed;0.0238;0.01;8;48;6.2;5;210;-0.2274017333984375;7;31;5;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_f80fc734-ee26-454b-9cf1-513db3025a9b;openai-0
2026-06-22;Debeka;Sterbegeld;Gemini;grounded;0.0476;0.0222;11;59;7.5;10;210;1.704071044921875;10;75;10;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_f80fc734-ee26-454b-9cf1-513db3025a9b;google-2
2026-06-22;Debeka;Unfall;AI Mode;grounded;0.0143;0.0054;10;56;5.7;3;210;0.898895263671875;8;17;3;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_36268653-52e5-4a61-80ff-efa9980c3019;google-1
2026-06-22;Debeka;Unfall;AI Overview;grounded;0.0052;0.0012;1;49;2;1;194;-0.0205078125;1;2;1;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_36268653-52e5-4a61-80ff-efa9980c3019;google-0
2026-06-22;Debeka;Unfall;ChatGPT;ui_mixed;0.0333;0.0091;12;50;3.1;7;210;-0.020538330078125;10;22;7;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_36268653-52e5-4a61-80ff-efa9980c3019;openai-0
2026-06-22;Debeka;Unfall;Gemini;grounded;0.0333;0.0079;7;46;9.7;7;210;-0.614105224609375;7;68;7;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_36268653-52e5-4a61-80ff-efa9980c3019;google-2
2026-06-22;Debeka;Wohngebäude;AI Mode;grounded;0.0952;0.0252;29;54;5.1;20;210;2.2333526611328125;26;101;20;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_46f0cd58-f9a5-4750-809d-4a79507d3d6b;google-1
2026-06-22;Debeka;Wohngebäude;AI Overview;grounded;0.0711;0.025;16;71;5.2;14;197;6.6525726318359375;16;73;14;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_46f0cd58-f9a5-4750-809d-4a79507d3d6b;google-0
2026-06-22;Debeka;Wohngebäude;ChatGPT;ui_mixed;0.0238;0.0039;5;67;6;5;210;1.737457275390625;5;30;5;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_46f0cd58-f9a5-4750-809d-4a79507d3d6b;openai-0
2026-06-22;Debeka;Wohngebäude;Gemini;grounded;0.081;0.0238;22;59;5.9;17;210;3.1302032470703125;18;101;17;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_46f0cd58-f9a5-4750-809d-4a79507d3d6b;google-2
2026-06-22;Debeka;Zahnzusatz;AI Mode;grounded;0.0048;0.0008;1;52;7;1;210;0.0376739501953125;1;7;1;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_603de878-38c2-43b4-b0d5-6db538278bcc;google-1
2026-06-22;Debeka;Zahnzusatz;AI Overview;grounded;0;0;0;;;0;180;;;;;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_603de878-38c2-43b4-b0d5-6db538278bcc;google-0
2026-06-22;Debeka;Zahnzusatz;ChatGPT;ui_mixed;0.019;0.0055;7;64;2.8;4;210;1.6529617309570312;6;11;4;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_603de878-38c2-43b4-b0d5-6db538278bcc;openai-0
2026-06-22;Debeka;Zahnzusatz;Gemini;grounded;0;0;0;;;0;210;;;;;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_603de878-38c2-43b4-b0d5-6db538278bcc;google-2
2026-06-22;Die Bayerische;Berufsunfähigkeit;AI Mode;grounded;0.1;0.0314;41;50;5.7;21;210;0.131195068359375;28;120;21;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_573d31e2-d142-4ddd-ae71-76dfefe9fc30;google-1
2026-06-22;Die Bayerische;Berufsunfähigkeit;AI Overview;grounded;0.1182;0.038;28;47;3.7;24;203;-1.5610198974609375;25;82;22;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_573d31e2-d142-4ddd-ae71-76dfefe9fc30;google-0
2026-06-22;Die Bayerische;Berufsunfähigkeit;ChatGPT;ui_mixed;0.0286;0.0067;8;44;6;6;210;-0.727630615234375;6;30;5;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_573d31e2-d142-4ddd-ae71-76dfefe9fc30;openai-0
2026-06-22;Die Bayerische;Berufsunfähigkeit;Gemini;grounded;0.0714;0.0209;18;45;5.1;15;210;-1.4891357421875;16;72;14;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_573d31e2-d142-4ddd-ae71-76dfefe9fc30;google-2
2026-06-22;Die Bayerische;Corporate;AI Mode;grounded;0.0714;0.0197;57;52;4;18;252;0.7694244384765625;25;60;15;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;google-1
2026-06-22;Die Bayerische;Corporate;AI Overview;grounded;0.0482;0.0078;12;59;4.5;11;228;2.052886962890625;12;49;11;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;google-0
2026-06-22;Die Bayerische;Corporate;ChatGPT;ui_mixed;0.0397;0.0053;21;50;5.4;10;252;0.1465606689453125;18;54;10;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;openai-0
2026-06-22;Die Bayerische;Corporate;Gemini;grounded;0.0635;0.0099;29;55;5.7;16;252;1.584075927734375;16;86;15;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;google-2
2026-06-22;Die Bayerische;Haftpflicht;AI Mode;grounded;0.0333;0.0151;27;45;5.1;7;210;-0.975799560546875;10;36;7;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_aee384a0-e1c3-4a8b-a19a-4ca59b5357bf;google-1
2026-06-22;Die Bayerische;Haftpflicht;AI Overview;grounded;0;0;0;;;0;188;;;;;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_aee384a0-e1c3-4a8b-a19a-4ca59b5357bf;google-0
2026-06-22;Die Bayerische;Haftpflicht;ChatGPT;ui_mixed;0.0095;0.0013;2;58;8.5;2;210;0.3002471923828125;2;17;2;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_aee384a0-e1c3-4a8b-a19a-4ca59b5357bf;openai-0
2026-06-22;Die Bayerische;Haftpflicht;Gemini;grounded;0.0333;0.006;7;43;6.3;7;210;-1.040771484375;7;44;7;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_aee384a0-e1c3-4a8b-a19a-4ca59b5357bf;google-2
2026-06-22;Die Bayerische;Hausrat;AI Mode;grounded;0.0524;0.0187;28;59;4.8;11;210;3.9095306396484375;22;53;11;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_32407d98-398d-4651-8a4e-016e1399d6e7;google-1
2026-06-22;Die Bayerische;Hausrat;AI Overview;grounded;0.0582;0.0165;11;50;3.1;11;189;0.0216217041015625;11;34;11;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_32407d98-398d-4651-8a4e-016e1399d6e7;google-0
2026-06-22;Die Bayerische;Hausrat;ChatGPT;ui_mixed;0.0333;0.0092;12;59;4.4;7;210;2.1044464111328125;12;31;7;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_32407d98-398d-4651-8a4e-016e1399d6e7;openai-0
2026-06-22;Die Bayerische;Hausrat;Gemini;grounded;0.1143;0.0239;24;48;6.5;24;210;-0.7747802734375;22;144;22;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_32407d98-398d-4651-8a4e-016e1399d6e7;google-2
2026-06-22;Die Bayerische;Kfz;AI Mode;grounded;0;0;0;;;0;210;;;;;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_ab40fe22-1afe-4e68-805b-802485151a67;google-1
2026-06-22;Die Bayerische;Kfz;AI Overview;grounded;0;0;0;;;0;201;;;;;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_ab40fe22-1afe-4e68-805b-802485151a67;google-0
2026-06-22;Die Bayerische;Kfz;ChatGPT;ui_mixed;0;0;0;;;0;210;;;;;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_ab40fe22-1afe-4e68-805b-802485151a67;openai-0
2026-06-22;Die Bayerische;Kfz;Gemini;grounded;0.0048;0.0006;1;50;11;1;210;0.0035400390625;1;11;1;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_ab40fe22-1afe-4e68-805b-802485151a67;google-2
2026-06-22;Die Bayerische;Krankenhauszusatz;AI Mode;grounded;0.0857;0.0201;30;48;5.6;18;210;-1.2098388671875;27;96;17;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_35c4f140-3751-464e-898f-4a180d9dede7;google-1
2026-06-22;Die Bayerische;Krankenhauszusatz;AI Overview;grounded;0.0625;0.0231;15;56;3.6;11;176;1.75286865234375;14;36;10;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_35c4f140-3751-464e-898f-4a180d9dede7;google-0
2026-06-22;Die Bayerische;Krankenhauszusatz;ChatGPT;ui_mixed;0;0;0;;;0;210;;;;;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_35c4f140-3751-464e-898f-4a180d9dede7;openai-0
2026-06-22;Die Bayerische;Krankenhauszusatz;Gemini;grounded;0.0571;0.0118;12;52;5.9;12;210;0.54913330078125;11;65;11;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_35c4f140-3751-464e-898f-4a180d9dede7;google-2
2026-06-22;Die Bayerische;Rechtsschutz;AI Mode;grounded;0.0095;0.0046;8;52;1;2;210;0.196624755859375;5;2;2;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_7c373751-e069-4d80-a80f-2b38f3200230;google-1
2026-06-22;Die Bayerische;Rechtsschutz;AI Overview;grounded;0.0149;0.0034;3;42;4;3;201;-0.162933349609375;1;4;1;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_7c373751-e069-4d80-a80f-2b38f3200230;google-0
2026-06-22;Die Bayerische;Rechtsschutz;ChatGPT;ui_mixed;0;0;0;;;0;210;;;;;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_7c373751-e069-4d80-a80f-2b38f3200230;openai-0
2026-06-22;Die Bayerische;Rechtsschutz;Gemini;grounded;0;0;0;;;0;210;;;;;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_7c373751-e069-4d80-a80f-2b38f3200230;google-2
2026-06-22;Die Bayerische;Risikoleben;AI Mode;grounded;0.0143;0.0036;5;46;5;3;210;-0.268646240234375;3;15;3;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_4f01314d-b91e-4d28-b1d2-c9766bc59021;google-1
2026-06-22;Die Bayerische;Risikoleben;AI Overview;grounded;0.0108;0.0039;3;51;4;2;186;0.010009765625;1;4;1;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_4f01314d-b91e-4d28-b1d2-c9766bc59021;google-0
2026-06-22;Die Bayerische;Risikoleben;ChatGPT;ui_mixed;0;0;0;;;0;210;;;;;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_4f01314d-b91e-4d28-b1d2-c9766bc59021;openai-0
2026-06-22;Die Bayerische;Risikoleben;Gemini;grounded;0.019;0.0044;4;62;4.5;4;210;0.46978759765625;2;9;2;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_4f01314d-b91e-4d28-b1d2-c9766bc59021;google-2
2026-06-22;Die Bayerische;Sterbegeld;AI Mode;grounded;0.1905;0.0432;61;52;3.4;40;210;1.5925445556640625;53;134;40;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_f80fc734-ee26-454b-9cf1-513db3025a9b;google-1
2026-06-22;Die Bayerische;Sterbegeld;AI Overview;grounded;0.1753;0.0563;40;56;3.5;34;194;4.758148193359375;38;120;34;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_f80fc734-ee26-454b-9cf1-513db3025a9b;google-0
2026-06-22;Die Bayerische;Sterbegeld;ChatGPT;ui_mixed;0.0762;0.0261;21;52;5.8;16;210;0.8380889892578125;21;92;16;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_f80fc734-ee26-454b-9cf1-513db3025a9b;openai-0
2026-06-22;Die Bayerische;Sterbegeld;Gemini;grounded;0.0619;0.0283;14;60;5;13;210;2.649444580078125;13;65;13;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_f80fc734-ee26-454b-9cf1-513db3025a9b;google-2
2026-06-22;Die Bayerische;Unfall;AI Mode;grounded;0.1571;0.0633;117;46;2.3;33;210;-4.1297454833984375;51;72;32;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_36268653-52e5-4a61-80ff-efa9980c3019;google-1
2026-06-22;Die Bayerische;Unfall;AI Overview;grounded;0.1495;0.0528;44;47;2.3;29;194;-2.0608367919921875;37;65;28;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_36268653-52e5-4a61-80ff-efa9980c3019;google-0
2026-06-22;Die Bayerische;Unfall;ChatGPT;ui_mixed;0.1095;0.0281;37;48;3.5;23;210;-1.2134857177734375;37;81;23;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_36268653-52e5-4a61-80ff-efa9980c3019;openai-0
2026-06-22;Die Bayerische;Unfall;Gemini;grounded;0.1381;0.036;32;51;4.6;29;210;0.320770263671875;28;130;28;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_36268653-52e5-4a61-80ff-efa9980c3019;google-2
2026-06-22;Die Bayerische;Wohngebäude;AI Mode;grounded;0.0048;0.0009;1;41;7;1;210;-0.17138671875;1;7;1;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_46f0cd58-f9a5-4750-809d-4a79507d3d6b;google-1
2026-06-22;Die Bayerische;Wohngebäude;AI Overview;grounded;0.0355;0.0109;7;58;5.5;7;197;1.0141448974609375;6;33;6;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_46f0cd58-f9a5-4750-809d-4a79507d3d6b;google-0
2026-06-22;Die Bayerische;Wohngebäude;ChatGPT;ui_mixed;0.0238;0.0055;7;62;5.4;5;210;1.6108551025390625;7;27;5;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_46f0cd58-f9a5-4750-809d-4a79507d3d6b;openai-0
2026-06-22;Die Bayerische;Wohngebäude;Gemini;grounded;0.019;0.0043;4;48;7.5;4;210;-0.1746826171875;4;30;4;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_46f0cd58-f9a5-4750-809d-4a79507d3d6b;google-2
2026-06-22;Die Bayerische;Zahnzusatz;AI Mode;grounded;0.0524;0.009;11;46;4.6;11;210;-0.8599166870117188;10;46;10;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_603de878-38c2-43b4-b0d5-6db538278bcc;google-1
2026-06-22;Die Bayerische;Zahnzusatz;AI Overview;grounded;0.1944;0.0587;40;57;4.4;35;180;4.940956115722656;37;149;34;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_603de878-38c2-43b4-b0d5-6db538278bcc;google-0
2026-06-22;Die Bayerische;Zahnzusatz;ChatGPT;ui_mixed;0.081;0.0211;27;55;4.8;17;210;2.3448057770729065;24;82;17;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_603de878-38c2-43b4-b0d5-6db538278bcc;openai-0
2026-06-22;Die Bayerische;Zahnzusatz;Gemini;grounded;0.1667;0.036;36;55;4.6;35;210;3.5106658935546875;34;153;33;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;to_603de878-38c2-43b4-b0d5-6db538278bcc;google-2
2026-06-22;ERGO;Berufsunfähigkeit;AI Mode;grounded;0.0714;0.0383;50;54;3.3;15;210;2.577301025390625;35;50;15;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_573d31e2-d142-4ddd-ae71-76dfefe9fc30;google-1
2026-06-22;ERGO;Berufsunfähigkeit;AI Overview;grounded;0.0246;0.0081;6;47;4;5;203;-0.27886962890625;5;20;5;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_573d31e2-d142-4ddd-ae71-76dfefe9fc30;google-0
2026-06-22;ERGO;Berufsunfähigkeit;ChatGPT;ui_mixed;0.1048;0.0258;31;51;6.3;22;210;0.46880340576171875;29;139;22;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_573d31e2-d142-4ddd-ae71-76dfefe9fc30;openai-0
2026-06-22;ERGO;Berufsunfähigkeit;Gemini;grounded;0.081;0.0255;22;54;6.4;17;210;1.41546630859375;18;109;17;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_573d31e2-d142-4ddd-ae71-76dfefe9fc30;google-2
2026-06-22;ERGO;Corporate;AI Mode;grounded;0.3135;0.0591;171;55;4.2;79;252;7.8473663330078125;86;332;80;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;google-1
2026-06-22;ERGO;Corporate;AI Overview;grounded;0.2018;0.0536;82;58;3.8;46;228;9.953269958496094;59;176;46;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;google-0
2026-06-22;ERGO;Corporate;ChatGPT;ui_mixed;0.4365;0.0744;292;55;4.3;110;252;23.096054077148438;216;486;112;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;openai-0
2026-06-22;ERGO;Corporate;Gemini;grounded;0.381;0.0825;242;54;4.5;96;252;9.580078125;131;448;100;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;google-2
2026-06-22;ERGO;Haftpflicht;AI Mode;grounded;0.0667;0.0258;46;50;4.8;14;210;0.007965087890625;27;67;14;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_aee384a0-e1c3-4a8b-a19a-4ca59b5357bf;google-1
2026-06-22;ERGO;Haftpflicht;AI Overview;grounded;0.0372;0.0105;9;59;4.3;7;188;1.4708709716796875;8;30;7;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_aee384a0-e1c3-4a8b-a19a-4ca59b5357bf;google-0
2026-06-22;ERGO;Haftpflicht;ChatGPT;ui_mixed;0.119;0.0221;35;56;4.4;25;210;4.366996765136719;35;110;25;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_aee384a0-e1c3-4a8b-a19a-4ca59b5357bf;openai-0
2026-06-22;ERGO;Haftpflicht;Gemini;grounded;0.0905;0.0172;20;48;4.5;19;210;-0.85662841796875;19;86;19;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_aee384a0-e1c3-4a8b-a19a-4ca59b5357bf;google-2
2026-06-22;ERGO;Hausrat;AI Mode;grounded;0.1429;0.0488;73;46;5.6;30;210;-4.78204345703125;62;167;30;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_32407d98-398d-4651-8a4e-016e1399d6e7;google-1
2026-06-22;ERGO;Hausrat;AI Overview;grounded;0.0899;0.0346;23;49;3.6;17;189;-0.5949630737304688;21;61;17;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_32407d98-398d-4651-8a4e-016e1399d6e7;google-0
2026-06-22;ERGO;Hausrat;ChatGPT;ui_mixed;0.1333;0.0362;47;54;5.9;28;210;3.1377944946289062;42;165;28;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_32407d98-398d-4651-8a4e-016e1399d6e7;openai-0
2026-06-22;ERGO;Hausrat;Gemini;grounded;0.0905;0.0209;21;45;5.2;19;210;-1.8011322021484375;19;99;19;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_32407d98-398d-4651-8a4e-016e1399d6e7;google-2
2026-06-22;ERGO;Kfz;AI Mode;grounded;0.0762;0.0102;23;48;5.3;16;210;-0.7051849365234375;20;85;16;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_ab40fe22-1afe-4e68-805b-802485151a67;google-1
2026-06-22;ERGO;Kfz;AI Overview;grounded;0.0299;0.0052;7;53;7.9;6;201;0.3973236083984375;7;55;7;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_ab40fe22-1afe-4e68-805b-802485151a67;google-0
2026-06-22;ERGO;Kfz;ChatGPT;ui_mixed;0.1429;0.0239;54;55;6.6;30;210;4.861778259277344;49;199;30;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_ab40fe22-1afe-4e68-805b-802485151a67;openai-0
2026-06-22;ERGO;Kfz;Gemini;grounded;0.1048;0.0201;33;47;6.1;22;210;-1.67529296875;26;128;21;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_ab40fe22-1afe-4e68-805b-802485151a67;google-2
2026-06-22;ERGO;Krankenhauszusatz;AI Mode;grounded;0.3905;0.1804;269;50;2.5;82;210;-0.11067962646484375;176;207;82;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_35c4f140-3751-464e-898f-4a180d9dede7;google-1
2026-06-22;ERGO;Krankenhauszusatz;AI Overview;grounded;0.3466;0.1497;97;54;3;61;176;7.6494598388671875;87;184;61;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_35c4f140-3751-464e-898f-4a180d9dede7;google-0
2026-06-22;ERGO;Krankenhauszusatz;ChatGPT;ui_mixed;0.4905;0.1353;186;54;3.4;103;210;12.721481323242188;173;345;102;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_35c4f140-3751-464e-898f-4a180d9dede7;openai-0
2026-06-22;ERGO;Krankenhauszusatz;Gemini;grounded;0.5619;0.1528;156;53;4;118;210;7.734153747558594;133;452;114;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_35c4f140-3751-464e-898f-4a180d9dede7;google-2
2026-06-22;ERGO;Rechtsschutz;AI Mode;grounded;0.1;0.0553;96;53;3.6;21;210;2.9474945068359375;53;75;21;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_7c373751-e069-4d80-a80f-2b38f3200230;google-1
2026-06-22;ERGO;Rechtsschutz;AI Overview;grounded;0.0796;0.0314;28;53;3.1;16;201;1.1547775268554688;22;50;16;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_7c373751-e069-4d80-a80f-2b38f3200230;google-0
2026-06-22;ERGO;Rechtsschutz;ChatGPT;ui_mixed;0.0714;0.0174;22;52;3.9;15;210;0.85821533203125;21;58;15;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_7c373751-e069-4d80-a80f-2b38f3200230;openai-0
2026-06-22;ERGO;Rechtsschutz;Gemini;grounded;0.1333;0.0333;36;46;4.3;28;210;-2.5139923095703125;31;121;28;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_7c373751-e069-4d80-a80f-2b38f3200230;google-2
2026-06-22;ERGO;Risikoleben;AI Mode;grounded;0.2905;0.1502;211;50;3.6;61;210;0.302276611328125;129;217;60;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_4f01314d-b91e-4d28-b1d2-c9766bc59021;google-1
2026-06-22;ERGO;Risikoleben;AI Overview;grounded;0.2688;0.0889;68;56;3.3;50;186;7.438194274902344;62;167;51;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_4f01314d-b91e-4d28-b1d2-c9766bc59021;google-0
2026-06-22;ERGO;Risikoleben;ChatGPT;ui_mixed;0.3333;0.0824;97;51;4.1;70;210;2.789459228515625;93;295;72;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_4f01314d-b91e-4d28-b1d2-c9766bc59021;openai-0
2026-06-22;ERGO;Risikoleben;Gemini;grounded;0.3857;0.1086;98;52;5.2;81;210;3.34466552734375;88;428;82;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_4f01314d-b91e-4d28-b1d2-c9766bc59021;google-2
2026-06-22;ERGO;Sterbegeld;AI Mode;grounded;0.3333;0.1621;229;48;3.4;70;210;-7.409210205078125;163;225;66;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_f80fc734-ee26-454b-9cf1-513db3025a9b;google-1
2026-06-22;ERGO;Sterbegeld;AI Overview;grounded;0.3196;0.1266;90;49;3.3;62;194;-1.8743820190429688;78;203;62;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_f80fc734-ee26-454b-9cf1-513db3025a9b;google-0
2026-06-22;ERGO;Sterbegeld;ChatGPT;ui_mixed;0.4667;0.2388;192;52;3;98;210;7.196372985839844;173;291;98;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_f80fc734-ee26-454b-9cf1-513db3025a9b;openai-0
2026-06-22;ERGO;Sterbegeld;Gemini;grounded;0.2571;0.1354;67;53;3.8;54;210;3.9148330688476562;57;210;55;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_f80fc734-ee26-454b-9cf1-513db3025a9b;google-2
2026-06-22;ERGO;Unfall;AI Mode;grounded;0.2095;0.1038;192;57;3.3;44;210;13.439262390136719;92;147;44;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_36268653-52e5-4a61-80ff-efa9980c3019;google-1
2026-06-22;ERGO;Unfall;AI Overview;grounded;0.3866;0.1789;149;57;2.1;75;194;17.3660888671875;121;155;75;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_36268653-52e5-4a61-80ff-efa9980c3019;google-0
2026-06-22;ERGO;Unfall;ChatGPT;ui_mixed;0.1667;0.0471;62;55;4.1;35;210;5.288352966308594;52;141;34;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_36268653-52e5-4a61-80ff-efa9980c3019;openai-0
2026-06-22;ERGO;Unfall;Gemini;grounded;0.3286;0.1046;93;55;3.9;69;210;8.539634704589844;78;262;68;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_36268653-52e5-4a61-80ff-efa9980c3019;google-2
2026-06-22;ERGO;Wohngebäude;AI Mode;grounded;0.0905;0.0313;36;43;5.2;19;210;-3.7369232177734375;28;98;19;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_46f0cd58-f9a5-4750-809d-4a79507d3d6b;google-1
2026-06-22;ERGO;Wohngebäude;AI Overview;grounded;0.0812;0.0344;22;53;4.4;16;197;1.314605712890625;21;74;17;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_46f0cd58-f9a5-4750-809d-4a79507d3d6b;google-0
2026-06-22;ERGO;Wohngebäude;ChatGPT;ui_mixed;0.1571;0.0361;46;56;4.4;33;210;5.4197845458984375;43;144;33;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_46f0cd58-f9a5-4750-809d-4a79507d3d6b;openai-0
