datum;marke;tag;gruppe;share_of_voice;visibility;mention_count;sentiment;position;brand_id;tag_id
2026-07-21;Debeka;Workplace Culture;;0.0685;0.3125;22;59;4;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;Die Bayerische;Workplace Culture;;0;0;0;;;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;ERGO;Workplace Culture;;0.0685;0.3438;22;63;4.6;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;Generali;Workplace Culture;;0.0156;0.125;5;59;7.8;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;Gothaer;Workplace Culture;;0;0;0;;;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;HDI;Workplace Culture;;0.0312;0.1563;10;62;6;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;HUK-Coburg;Workplace Culture;;0.0467;0.3125;15;63;4.4;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;Haftpflichtkasse;Workplace Culture;;0;0;0;;;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;Hannoversche;Workplace Culture;;0.0031;0.0313;1;44;6;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;HanseMerkur;Workplace Culture;;0;0;0;;;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;LV 1871;Workplace Culture;;0;0;0;;;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;LVM;Workplace Culture;;0.0717;0.3125;23;62;4.5;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;R+V;Workplace Culture;;0.1402;0.5938;45;61;4.2;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;Signal Iduna;Workplace Culture;;0.0062;0.0625;2;37;5;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;VHV;Workplace Culture;;0;0;0;;;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;WGV;Workplace Culture;;0;0;0;;;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;Württembergische;Workplace Culture;;0;0;0;;;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;Zurich;Workplace Culture;;0.1059;0.4688;34;62;3.8;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_928bf22c-39d3-4a4e-b843-1ff033a94065
2026-07-21;ADAC;branded;branding;0.0047;0.0504;46;58;5.7;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;ARAG;branded;branding;0.0123;0.1163;121;53;4.1;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;AXA;branded;branding;0.019;0.2384;188;51;5.7;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;Allianz;branded;branding;0.0895;0.7752;883;55;3.8;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;Alte Leipziger;branded;branding;0.011;0.1066;109;48;4.3;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;Barmenia;branded;branding;0.0166;0.1531;164;53;4.2;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;CosmosDirekt;branded;branding;0.0254;0.2287;251;53;4.8;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;DA Direkt;branded;branding;0.0062;0.0465;61;55;4.8;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;DEVK;branded;branding;0.0092;0.0891;91;52;5.8;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;DKV;branded;branding;0.0102;0.093;101;52;3;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;Debeka;branded;branding;0.0058;0.0484;57;58;4;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;Die Bayerische;branded;branding;0.0037;0.0504;37;51;5.8;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;ERGO;branded;branding;0.6237;0.9942;6156;53;1.4;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;Generali;branded;branding;0.0035;0.0562;35;48;7;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;Gothaer;branded;branding;0.0018;0.0271;18;51;6.9;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;HDI;branded;branding;0.0063;0.0581;62;50;5.4;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;HUK-Coburg;branded;branding;0.0698;0.5136;689;52;4;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;Haftpflichtkasse;branded;branding;0.0101;0.0911;100;48;4.7;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;Hannoversche;branded;branding;0.0135;0.124;133;54;3.7;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;HanseMerkur;branded;branding;0.0034;0.0388;34;50;5;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;LV 1871;branded;branding;0.0141;0.1279;139;51;4;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;LVM;branded;branding;0.005;0.0581;49;54;5.8;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;R+V;branded;branding;0.0093;0.1047;92;53;5.3;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;Signal Iduna;branded;branding;0.0047;0.0523;46;49;6.7;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;VHV;branded;branding;0.0094;0.0891;93;51;7.2;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;WGV;branded;branding;0.0066;0.0678;65;55;4.8;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;Württembergische;branded;branding;0.0031;0.0484;31;53;5.8;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;Zurich;branded;branding;0.0019;0.0291;19;53;6.9;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_2a6cdc54-fdb6-44a9-aee3-3532948dbba1
2026-07-21;ADAC;commercial;intentType;0.0207;0.0985;374;57;4.4;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;ARAG;commercial;intentType;0.0209;0.1165;378;54;4;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;AXA;commercial;intentType;0.0317;0.1992;573;52;5.2;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;Allianz;commercial;intentType;0.1437;0.6719;2600;53;3.2;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;Alte Leipziger;commercial;intentType;0.0151;0.0957;273;51;4.7;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;Barmenia;commercial;intentType;0.021;0.1356;380;55;4.2;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;CosmosDirekt;commercial;intentType;0.0387;0.2127;701;54;4.5;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;DA Direkt;commercial;intentType;0.0135;0.0602;244;54;4.4;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;DEVK;commercial;intentType;0.0137;0.076;247;54;5.7;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;DKV;commercial;intentType;0.0107;0.0529;194;52;3.5;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;Debeka;commercial;intentType;0.0119;0.0613;215;56;5.1;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;Die Bayerische;commercial;intentType;0.0113;0.0732;204;52;4.8;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;ERGO;commercial;intentType;0.37;0.4479;6695;53;2.7;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;Generali;commercial;intentType;0.006;0.0433;108;49;7;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;Gothaer;commercial;intentType;0.0063;0.0518;114;55;6.6;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;HDI;commercial;intentType;0.0116;0.063;209;53;4.5;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;HUK-Coburg;commercial;intentType;0.1036;0.4215;1875;54;3.8;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;Haftpflichtkasse;commercial;intentType;0.0137;0.0844;248;51;3.9;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;Hannoversche;commercial;intentType;0.0181;0.1064;327;52;3.8;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;HanseMerkur;commercial;intentType;0.0112;0.0647;202;51;4.1;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;LV 1871;commercial;intentType;0.0186;0.1041;336;53;4.1;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;LVM;commercial;intentType;0.0121;0.0675;219;55;5.7;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;R+V;commercial;intentType;0.0166;0.103;300;55;5.4;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;Signal Iduna;commercial;intentType;0.0117;0.076;212;49;6.4;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;VHV;commercial;intentType;0.016;0.1035;289;53;5.8;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;WGV;commercial;intentType;0.0107;0.0692;193;56;4.3;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;Württembergische;commercial;intentType;0.0076;0.0636;138;52;5.6;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;Zurich;commercial;intentType;0.0137;0.0732;247;52;5.4;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_a504ecfa-65de-4f70-b9e3-ddee4375e7aa
2026-07-21;ADAC;informational;intentType;0.0102;0.0154;4;57;1.5;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;ARAG;informational;intentType;0.0127;0.0308;5;53;5.3;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;AXA;informational;intentType;0.0736;0.1077;29;58;5;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;Allianz;informational;intentType;0.269;0.2385;106;51;2.2;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;Alte Leipziger;informational;intentType;0.0102;0.0154;4;46;3.5;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;Barmenia;informational;intentType;0.0025;0.0077;1;65;9;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;CosmosDirekt;informational;intentType;0.0076;0.0154;3;58;4.5;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;DA Direkt;informational;intentType;0.0051;0.0077;2;51;1;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;DEVK;informational;intentType;0.0228;0.0308;9;56;6.8;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;DKV;informational;intentType;0.0102;0.0231;4;44;7.3;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;Debeka;informational;intentType;0.0457;0.0615;18;58;8.1;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;Die Bayerische;informational;intentType;0.0228;0.0462;9;44;4.5;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;ERGO;informational;intentType;0.099;0.1308;39;57;3.2;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;Generali;informational;intentType;0.0457;0.0769;18;58;6.3;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;Gothaer;informational;intentType;0.0025;0.0077;1;49;2;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;HDI;informational;intentType;0.0482;0.1;19;57;5.3;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;HUK-Coburg;informational;intentType;0.1168;0.1308;46;53;6.1;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;Haftpflichtkasse;informational;intentType;0;0;0;;;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;Hannoversche;informational;intentType;0.0076;0.0154;3;51;6;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;HanseMerkur;informational;intentType;0.0076;0.0154;3;44;1.5;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;LV 1871;informational;intentType;0.0025;0.0077;1;46;9;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;LVM;informational;intentType;0.0178;0.0231;7;64;7;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;R+V;informational;intentType;0.1015;0.1462;40;57;4.4;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;Signal Iduna;informational;intentType;0.0152;0.0462;6;41;8.2;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;VHV;informational;intentType;0.0025;0.0077;1;80;12;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;WGV;informational;intentType;0.0025;0.0077;1;43;3;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;Württembergische;informational;intentType;0.0025;0.0077;1;45;4;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;Zurich;informational;intentType;0.0355;0.0615;14;49;3.1;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_7b6b4ad4-5322-4456-ad6c-ad83a3c310b0
2026-07-21;ADAC;non-branded;branding;0.038;0.1089;340;56;4.1;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;ARAG;non-branded;branding;0.0309;0.1096;277;55;4;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;AXA;non-branded;branding;0.0501;0.1782;449;52;4.9;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;Allianz;non-branded;branding;0.2108;0.5881;1888;53;2.9;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;Alte Leipziger;non-branded;branding;0.0188;0.0811;168;53;4.9;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;Barmenia;non-branded;branding;0.0243;0.1137;218;56;4.2;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;CosmosDirekt;non-branded;branding;0.0516;0.1859;462;55;4.3;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;DA Direkt;non-branded;branding;0.0249;0.0666;223;54;4.1;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;DEVK;non-branded;branding;0.0185;0.0652;166;55;5.7;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;DKV;non-branded;branding;0.0119;0.0374;107;51;3.9;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;Debeka;non-branded;branding;0.0196;0.0638;176;55;5.7;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;Die Bayerische;non-branded;branding;0.021;0.0804;188;52;4.5;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;ERGO;non-branded;branding;0.0707;0.2226;633;52;4;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;Generali;non-branded;branding;0.0102;0.0402;91;52;6.9;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;Gothaer;non-branded;branding;0.0109;0.0555;98;55;6.4;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;HDI;non-branded;branding;0.0185;0.0659;166;55;4.4;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;HUK-Coburg;non-branded;branding;0.1418;0.3578;1270;54;3.8;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;Haftpflichtkasse;non-branded;branding;0.0167;0.0728;150;52;3.6;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;Hannoversche;non-branded;branding;0.022;0.0881;197;52;4;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;HanseMerkur;non-branded;branding;0.0222;0.0763;199;51;3.9;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;LV 1871;non-branded;branding;0.0221;0.0832;198;54;4.2;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;LVM;non-branded;branding;0.0198;0.0645;177;56;5.7;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;R+V;non-branded;branding;0.0277;0.1026;248;56;5.2;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;Signal Iduna;non-branded;branding;0.0195;0.0804;175;49;6.4;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;VHV;non-branded;branding;0.0229;0.0992;205;54;5.4;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;WGV;non-branded;branding;0.0146;0.0624;131;57;4.1;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;Württembergische;non-branded;branding;0.0122;0.0624;109;51;5.5;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;Zurich;non-branded;branding;0.0277;0.0874;248;51;5;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_187c75a2-395d-469b-8fe9-68d92b1e0b64
2026-07-21;ADAC;transactional;intentType;0.0237;0.1176;8;52;4.2;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_f8574af3-54d8-45af-a6ce-641968641f28
2026-07-21;ARAG;transactional;intentType;0.0444;0.1373;15;51;3.3;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_f8574af3-54d8-45af-a6ce-641968641f28
2026-07-21;AXA;transactional;intentType;0.1036;0.2353;35;54;3.2;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_f8574af3-54d8-45af-a6ce-641968641f28
2026-07-21;Allianz;transactional;intentType;0.1923;0.451;65;51;2.7;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_f8574af3-54d8-45af-a6ce-641968641f28
2026-07-21;Alte Leipziger;transactional;intentType;0;0;0;;;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_f8574af3-54d8-45af-a6ce-641968641f28
2026-07-21;Barmenia;transactional;intentType;0.003;0.0196;1;51;6;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_f8574af3-54d8-45af-a6ce-641968641f28
2026-07-21;CosmosDirekt;transactional;intentType;0.0266;0.1176;9;57;3;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_f8574af3-54d8-45af-a6ce-641968641f28
2026-07-21;DA Direkt;transactional;intentType;0.1124;0.2353;38;54;3.1;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_f8574af3-54d8-45af-a6ce-641968641f28
2026-07-21;DEVK;transactional;intentType;0.003;0.0196;1;54;8;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_f8574af3-54d8-45af-a6ce-641968641f28
2026-07-21;DKV;transactional;intentType;0.0296;0.098;10;52;3.4;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_f8574af3-54d8-45af-a6ce-641968641f28
2026-07-21;Debeka;transactional;intentType;0;0;0;;;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_f8574af3-54d8-45af-a6ce-641968641f28
2026-07-21;Die Bayerische;transactional;intentType;0.0355;0.1176;12;52;3.7;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_f8574af3-54d8-45af-a6ce-641968641f28
