datum;marke;tag;gruppe;share_of_voice;visibility;mention_count;sentiment;position;brand_id;tag_id
2026-08-01;ARAG;Coverage and Claims;;0.0204;0.1298;43;49;4.5;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;AXA;Coverage and Claims;;0.0171;0.1603;36;49;5.6;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;Allianz;Coverage and Claims;;0.1054;0.771;222;49;3.3;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;Alte Leipziger;Coverage and Claims;;0.0114;0.1145;24;46;3.5;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;Barmenia;Coverage and Claims;;0.0214;0.2061;45;52;4;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;CosmosDirekt;Coverage and Claims;;0.029;0.2748;61;48;4.4;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;DA Direkt;Coverage and Claims;;0.0043;0.0382;9;46;4;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;DEVK;Coverage and Claims;;0.0133;0.1145;28;51;5.5;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;DKV;Coverage and Claims;;0.0133;0.1069;28;45;3.9;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;Debeka;Coverage and Claims;;0.0071;0.0687;15;55;4.1;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;Die Bayerische;Coverage and Claims;;0.0062;0.084;13;44;6.8;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;ERGO;Coverage and Claims;;0.5339;1;1125;50;1.1;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;Generali;Coverage and Claims;;0.0024;0.0382;5;44;5.4;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;Gothaer;Coverage and Claims;;0.0024;0.0229;5;55;6;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;HDI;Coverage and Claims;;0.0066;0.0763;14;46;3.4;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;HUK-Coburg;Coverage and Claims;;0.0987;0.5573;208;49;3.9;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;Haftpflichtkasse;Coverage and Claims;;0.0104;0.084;22;48;5.1;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;Hannoversche;Coverage and Claims;;0.0223;0.2137;47;49;4.4;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;HanseMerkur;Coverage and Claims;;0.0104;0.0611;22;48;4.3;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;LV 1871;Coverage and Claims;;0.0057;0.0687;12;44;4.3;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;LVM;Coverage and Claims;;0.0104;0.0611;22;48;4.9;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;R+V;Coverage and Claims;;0.0119;0.0992;25;52;4.7;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;Signal Iduna;Coverage and Claims;;0.0085;0.0611;18;49;7.6;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;VHV;Coverage and Claims;;0.0081;0.084;17;54;6.7;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;WGV;Coverage and Claims;;0.0085;0.084;18;50;6.1;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;Württembergische;Coverage and Claims;;0.0024;0.0305;5;45;5;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;Zurich;Coverage and Claims;;0.0024;0.0382;5;44;6.6;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_7642f3c3-b78e-4fa3-a704-ac9bc9f6aa0a
2026-08-01;ADAC;Customer Excellence;;0.0277;0.1923;7;51;5;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;ARAG;Customer Excellence;;0;0;0;;;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;AXA;Customer Excellence;;0;0;0;;;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;Allianz;Customer Excellence;;0.1818;0.6538;46;52;3.3;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;Alte Leipziger;Customer Excellence;;0.0198;0.1154;5;48;5;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;Barmenia;Customer Excellence;;0.0474;0.1923;12;59;4.4;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;CosmosDirekt;Customer Excellence;;0.087;0.4231;22;54;3.2;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;DA Direkt;Customer Excellence;;0.004;0.0385;1;77;4;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;DEVK;Customer Excellence;;0.004;0.0385;1;44;2;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;DKV;Customer Excellence;;0.004;0.0385;1;63;9;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;Debeka;Customer Excellence;;0.0988;0.3462;25;57;1.9;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;Die Bayerische;Customer Excellence;;0.004;0.0385;1;44;4;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;ERGO;Customer Excellence;;0.0119;0.0769;3;68;5.5;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;Generali;Customer Excellence;;0.0079;0.0769;2;40;7;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;Gothaer;Customer Excellence;;0.0079;0.0769;2;39;6.5;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;HDI;Customer Excellence;;0.004;0.0385;1;51;10;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;HUK-Coburg;Customer Excellence;;0.2253;0.7308;57;56;2.9;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;Haftpflichtkasse;Customer Excellence;;0.0079;0.0769;2;55;2.5;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;Hannoversche;Customer Excellence;;0.0277;0.1538;7;52;4.3;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;HanseMerkur;Customer Excellence;;0.0356;0.1154;9;65;4.7;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;LV 1871;Customer Excellence;;0;0;0;;;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;LVM;Customer Excellence;;0.1265;0.5769;32;53;3;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;R+V;Customer Excellence;;0.0119;0.1154;3;49;4.5;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;Signal Iduna;Customer Excellence;;0.0119;0.0385;3;50;7;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;VHV;Customer Excellence;;0.0435;0.1538;11;56;6.3;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;WGV;Customer Excellence;;0;0;0;;;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;Württembergische;Customer Excellence;;0;0;0;;;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;Zurich;Customer Excellence;;0;0;0;;;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_13d6c670-21d8-4c39-83e5-497106565f73
2026-08-01;ADAC;Decision;;0.0361;0.099;62;53;3.7;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;ARAG;Decision;;0.0437;0.0891;75;52;2.7;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;AXA;Decision;;0.0308;0.1221;53;51;4.6;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;Allianz;Decision;;0.1892;0.5677;325;52;3;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;Alte Leipziger;Decision;;0.0198;0.066;34;54;4.2;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;Barmenia;Decision;;0.014;0.066;24;52;5;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;CosmosDirekt;Decision;;0.0821;0.264;141;51;3;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;DA Direkt;Decision;;0.0227;0.0858;39;52;3.6;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;DEVK;Decision;;0.014;0.066;24;49;4.9;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;DKV;Decision;;0.0052;0.0231;9;48;4.4;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;Debeka;Decision;;0.0041;0.0198;7;48;4.5;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;Die Bayerische;Decision;;0.0081;0.033;14;50;4;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;ERGO;Decision;;0.078;0.2475;134;50;3.3;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;Generali;Decision;;0.007;0.0231;12;50;4.1;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;Gothaer;Decision;;0.0122;0.0561;21;47;4;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;HDI;Decision;;0.0244;0.0825;42;53;5.6;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;HUK-Coburg;Decision;;0.1589;0.3828;273;52;3.4;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;Haftpflichtkasse;Decision;;0.0169;0.0627;29;53;3.9;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;Hannoversche;Decision;;0.0308;0.1122;53;50;3.3;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;HanseMerkur;Decision;;0.0605;0.1815;104;50;2.7;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;LV 1871;Decision;;0.0308;0.099;53;53;4.9;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;LVM;Decision;;0.0012;0.0066;2;46;9.5;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;R+V;Decision;;0.0227;0.0858;39;51;5.8;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;Signal Iduna;Decision;;0.0064;0.033;11;42;5.5;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;VHV;Decision;;0.0489;0.1452;84;53;4.1;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;WGV;Decision;;0.0111;0.0429;19;54;2.9;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;Württembergische;Decision;;0.0157;0.0726;27;46;4.5;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;Zurich;Decision;;0.0047;0.0231;8;50;5.6;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_e881306d-4394-4c3a-bdc8-4a1add7623af
2026-08-01;ADAC;Digital Innovation;;0;0;0;;;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;ARAG;Digital Innovation;;0;0;0;;;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;AXA;Digital Innovation;;0.1415;0.5263;30;51;3.3;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;Allianz;Digital Innovation;;0.2877;0.7895;61;54;2.2;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;Alte Leipziger;Digital Innovation;;0.0189;0.0526;4;44;6;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;Barmenia;Digital Innovation;;0;0;0;;;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;CosmosDirekt;Digital Innovation;;0.0377;0.1579;8;52;3.7;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;DA Direkt;Digital Innovation;;0;0;0;;;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;DEVK;Digital Innovation;;0.0142;0.1053;3;58;3.5;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;DKV;Digital Innovation;;0;0;0;;;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;Debeka;Digital Innovation;;0;0;0;;;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;Die Bayerische;Digital Innovation;;0;0;0;;;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;ERGO;Digital Innovation;;0.1509;0.5263;32;52;2.9;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;Generali;Digital Innovation;;0.0094;0.0526;2;70;5;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;Gothaer;Digital Innovation;;0.0094;0.0526;2;48;6;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;HDI;Digital Innovation;;0;0;0;;;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;HUK-Coburg;Digital Innovation;;0.1934;0.7368;41;50;3.2;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;Haftpflichtkasse;Digital Innovation;;0;0;0;;;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;Hannoversche;Digital Innovation;;0;0;0;;;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;HanseMerkur;Digital Innovation;;0.0142;0.0526;3;46;4;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;LV 1871;Digital Innovation;;0;0;0;;;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;LVM;Digital Innovation;;0;0;0;;;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;R+V;Digital Innovation;;0.0566;0.2105;12;49;3.8;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;Signal Iduna;Digital Innovation;;0.0142;0.0526;3;28;2;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;VHV;Digital Innovation;;0.0189;0.1053;4;49;3.5;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;WGV;Digital Innovation;;0.0236;0.0526;5;42;4;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;Württembergische;Digital Innovation;;0;0;0;;;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;Zurich;Digital Innovation;;0.0094;0.0526;2;68;6;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_085bc83a-0c02-4178-bb80-d1f561a03f19
2026-08-01;ADAC;Market Presence;;0.0072;0.0688;19;52;6.1;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;ARAG;Market Presence;;0.0152;0.125;40;52;4.4;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;AXA;Market Presence;;0.0133;0.1375;35;47;5.9;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;Allianz;Market Presence;;0.1323;0.8188;347;50;3.4;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;Alte Leipziger;Market Presence;;0.0145;0.125;38;46;3.5;kw_710231e9-9bb9-4e6f-b810-2ed740dd650a;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;Barmenia;Market Presence;;0.0229;0.175;60;50;3.4;kw_0e2665be-83a3-4949-82da-c819c80811eb;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;CosmosDirekt;Market Presence;;0.0286;0.2375;75;51;5.3;kw_416a8247-b080-4eab-b6c8-321a4b64165d;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;DA Direkt;Market Presence;;0.005;0.0375;13;51;3.2;kw_2a762f00-af78-4bb7-b874-5daf8ed428dc;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;DEVK;Market Presence;;0.0042;0.0438;11;50;6.6;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;DKV;Market Presence;;0.0103;0.0625;27;53;3.2;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;Debeka;Market Presence;;0.0202;0.1438;53;50;7.1;kw_f2523300-5701-448f-bdc2-826cacdc7496;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;Die Bayerische;Market Presence;;0.003;0.0313;8;47;5.4;kw_dc1b2c92-73f3-4f73-bf93-df7df59dc86d;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;ERGO;Market Presence;;0.472;0.8875;1238;53;1.9;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;Generali;Market Presence;;0.0107;0.15;28;47;6.5;kw_1028a85d-5c54-5e02-8a97-afb32a52113d;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;Gothaer;Market Presence;;0.0072;0.1063;19;45;5;kw_37880128-3d28-46fe-9f61-d6c869e2d032;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;HDI;Market Presence;;0.0164;0.1563;43;51;5.4;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;HUK-Coburg;Market Presence;;0.0888;0.5125;233;51;4.6;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;Haftpflichtkasse;Market Presence;;0.0137;0.1188;36;46;4.2;kw_ee997b6b-0b50-4c31-a8d2-117f911f9a1d;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;Hannoversche;Market Presence;;0.021;0.1625;55;50;3.6;kw_405d8864-19c4-42fe-bba2-632e0b5cb463;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;HanseMerkur;Market Presence;;0.0061;0.05;16;48;3.9;kw_b1155354-e344-4376-96a5-8ca40a83f686;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;LV 1871;Market Presence;;0.0088;0.0688;23;50;4.9;kw_86ce8865-81a6-4155-aa6e-7907ead2806a;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;LVM;Market Presence;;0.0072;0.0688;19;50;5.5;kw_cdfd3b5b-0c22-485c-bbc4-00fde89a1c45;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;R+V;Market Presence;;0.0294;0.2625;77;47;5.8;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;Signal Iduna;Market Presence;;0.0057;0.0625;15;48;5.8;kw_80da741d-9a64-4086-95c0-eb9701df02f8;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;VHV;Market Presence;;0.0175;0.1438;46;49;5;kw_b3e38115-670e-4795-96a2-dbf2f0b47733;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;WGV;Market Presence;;0.0114;0.1125;30;52;5.7;kw_2f265088-42d6-4e5a-be60-e1fb53cf72ed;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;Württembergische;Market Presence;;0.0057;0.0813;15;44;5;kw_8cd0213a-ff09-49f8-9e14-2e088c094043;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;Zurich;Market Presence;;0.0015;0.0188;4;47;6.7;kw_f7e49be6-0f28-4d62-8e8e-044c5f806309;tg_c95dcbfc-19f6-4ea2-9830-54289ff26a1a
2026-08-01;ADAC;Services and Operations;;0.0032;0.0407;6;49;3.8;kw_21144abf-1bfd-461e-8ad5-9c49a15b79c3;tg_ac10beea-61d7-400b-a55e-d3eac16de304
2026-08-01;ARAG;Services and Operations;;0.0133;0.0976;25;51;2.5;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;tg_ac10beea-61d7-400b-a55e-d3eac16de304
2026-08-01;AXA;Services and Operations;;0.0234;0.2276;44;48;5.1;kw_3f6dd0b5-07f6-4f8e-bd1c-226bf4c95a30;tg_ac10beea-61d7-400b-a55e-d3eac16de304
2026-08-01;Allianz;Services and Operations;;0.1183;0.8211;222;49;2.9;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;tg_ac10beea-61d7-400b-a55e-d3eac16de304
