zeitraum;marke;thema;engine;engine_typ;visibility;share_of_voice;mention_count;sentiment;position;visibility_count;visibility_total;sentiment_sum;sentiment_count;position_sum;position_count;brand_id;topic_id;model_channel_id
2026-06-17_2026-07-16;Allianz;Corporate;ChatGPT;ui_mixed;0.9352;0.2371;3776;56;2.1;1010;1080;346.31760543584824;2987;2293;1070;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;openai-0
2026-06-17_2026-07-16;Allianz;Corporate;AI Mode;grounded;0.8926;0.2936;3433;51;2.2;964;1080;52.92536926269531;1828;2234;1034;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;google-1
2026-06-17_2026-07-16;Allianz;Corporate;Gemini;grounded;0.8426;0.2823;3205;52;2.6;910;1080;67.20944213867188;1592;2571;997;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;google-2
2026-06-17_2026-07-16;Allianz;Corporate;AI Overview;grounded;0.913;0.3053;1832;59;1.8;892;977;250.96004486083984;1381;1736;959;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;google-0
2026-06-17_2026-07-16;Allianz;Kfz;ChatGPT;ui_mixed;0.9133;0.2091;1746;56;2.9;822;900;215.01402872800827;1721;2652;900;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_ab40fe22-1afe-4e68-805b-802485151a67;openai-0
2026-06-17_2026-07-16;Allianz;Kfz;Gemini;grounded;0.8322;0.2389;1528;52;3.8;749;900;63.230751037597656;1345;3749;975;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_ab40fe22-1afe-4e68-805b-802485151a67;google-2
2026-06-17_2026-07-16;HUK-Coburg;Kfz;Gemini;grounded;0.8178;0.1571;1005;51;2.5;736;900;24.706298828125;878;1826;719;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;to_ab40fe22-1afe-4e68-805b-802485151a67;google-2
2026-06-17_2026-07-16;Allianz;Zahnzusatz;ChatGPT;ui_mixed;0.8448;0.3215;1429;55;1.9;735;870;136.8678017258644;1346;1373;733;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_603de878-38c2-43b4-b0d5-6db538278bcc;openai-0
2026-06-17_2026-07-16;ARAG;Rechtsschutz;ChatGPT;ui_mixed;0.7911;0.3806;1883;57;1.8;712;900;225.55215342342854;1717;1285;710;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;to_7c373751-e069-4d80-a80f-2b38f3200230;openai-0
2026-06-17_2026-07-16;Allianz;Kfz;AI Mode;grounded;0.7522;0.1834;1679;50;3.1;677;900;4.888923645019531;1243;2399;773;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_ab40fe22-1afe-4e68-805b-802485151a67;google-1
2026-06-17_2026-07-16;ARAG;Rechtsschutz;Gemini;grounded;0.7489;0.3445;1579;53;3;674;900;65.82392883300781;1125;1977;670;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;to_7c373751-e069-4d80-a80f-2b38f3200230;google-2
2026-06-17_2026-07-16;HUK-Coburg;Corporate;ChatGPT;ui_mixed;0.6176;0.1017;1620;52;4;667;1080;63.36433617770672;1334;2626;653;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;openai-0
2026-06-17_2026-07-16;Allianz;Kfz;AI Overview;grounded;0.7758;0.206;1135;56;2.9;661;852;126.10647583007812;1029;2109;735;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_ab40fe22-1afe-4e68-805b-802485151a67;google-0
2026-06-17_2026-07-16;HUK24;Kfz;ChatGPT;ui_mixed;0.7322;0.153;1278;57;2.5;659;900;165.11177772283554;1187;1613;650;kw_7e2e6111-4157-448c-9353-8c478a0c8711;to_ab40fe22-1afe-4e68-805b-802485151a67;openai-0
2026-06-17_2026-07-16;HUK24;Kfz;Gemini;grounded;0.73;0.1698;1086;52;3.1;657;900;29.7086181640625;962;2049;656;kw_7e2e6111-4157-448c-9353-8c478a0c8711;to_ab40fe22-1afe-4e68-805b-802485151a67;google-2
2026-06-17_2026-07-16;Allianz;Zahnzusatz;Gemini;grounded;0.754;0.2504;966;53;3.1;656;870;58.495269775390625;853;2032;653;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_603de878-38c2-43b4-b0d5-6db538278bcc;google-2
2026-06-17_2026-07-16;R+V;Corporate;ChatGPT;ui_mixed;0.5963;0.1023;1629;56;4.7;644;1080;137.17618383467197;1170;3067;658;kw_cba70138-7408-42d6-9ae4-e090d6179e7f;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;openai-0
2026-06-17_2026-07-16;Allianz;Zahnzusatz;AI Mode;grounded;0.7333;0.3655;1847;53;2.4;638;870;70.52545166015625;1327;1531;638;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_603de878-38c2-43b4-b0d5-6db538278bcc;google-1
2026-06-17_2026-07-16;Allianz;Zahnzusatz;AI Overview;grounded;0.8385;0.3672;1011;54;2;628;749;67.0116958618164;895;1273;628;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_603de878-38c2-43b4-b0d5-6db538278bcc;google-0
2026-06-17_2026-07-16;Barmenia;Krankenhauszusatz;Gemini;grounded;0.6856;0.2763;947;58;3.2;617;900;120.58399963378906;802;1942;614;kw_0e2665be-83a3-4949-82da-c819c80811eb;to_35c4f140-3751-464e-898f-4a180d9dede7;google-2
2026-06-17_2026-07-16;HUK-Coburg;Corporate;AI Mode;grounded;0.5704;0.0933;1091;52;3.4;616;1080;30.818389892578125;721;2046;608;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;google-1
2026-06-17_2026-07-16;HUK-Coburg;Kfz;ChatGPT;ui_mixed;0.6844;0.1257;1050;56;2.2;616;900;120.89579388406128;994;1326;608;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;to_ab40fe22-1afe-4e68-805b-802485151a67;openai-0
2026-06-17_2026-07-16;HUK-Coburg;Kfz;AI Overview;grounded;0.7066;0.1635;901;56;2.6;602;852;89.36992645263672;776;1549;590;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;to_ab40fe22-1afe-4e68-805b-802485151a67;google-0
2026-06-17_2026-07-16;HUK24;Kfz;AI Overview;grounded;0.6984;0.1648;908;56;2.4;595;852;107.35808563232422;833;1440;591;kw_7e2e6111-4157-448c-9353-8c478a0c8711;to_ab40fe22-1afe-4e68-805b-802485151a67;google-0
2026-06-17_2026-07-16;Allianz;Wohngebäude;ChatGPT;ui_mixed;0.6522;0.2041;1014;53;1.9;587;900;67.5539321899414;976;1135;586;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_46f0cd58-f9a5-4750-809d-4a79507d3d6b;openai-0
2026-06-17_2026-07-16;ARAG;Rechtsschutz;AI Overview;grounded;0.6801;0.2826;1007;57;2.1;574;844;118.77306365966797;888;1221;574;kw_263dfe94-8f54-40a8-afb2-64ed223b9ffa;to_7c373751-e069-4d80-a80f-2b38f3200230;google-0
2026-06-17_2026-07-16;HUK-Coburg;Corporate;Gemini;grounded;0.5306;0.094;1067;50;4;573;1080;-4.198997497558594;727;2270;563;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;google-2
2026-06-17_2026-07-16;Allianz;Risikoleben;ChatGPT;ui_mixed;0.6344;0.213;970;53;2.7;571;900;47.99386203289032;953;1564;576;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_4f01314d-b91e-4d28-b1d2-c9766bc59021;openai-0
