zeitraum;marke;thema;engine;engine_typ;visibility;share_of_voice;mention_count;sentiment;position;visibility_count;visibility_total;sentiment_sum;sentiment_count;position_sum;position_count;brand_id;topic_id;model_channel_id
2026-06-30_2026-07-29;Allianz;Berufsunfähigkeit;AI Overview;grounded;0.5553;0.1701;850;54;2.3;562;1012;61.49090576171875;794;1313;562;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_573d31e2-d142-4ddd-ae71-76dfefe9fc30;google-0
2026-06-30_2026-07-29;Allianz;Hausrat;Gemini;grounded;0.5275;0.1356;848;51;3.9;557;1056;14.630455017089844;703;2270;579;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_32407d98-398d-4651-8a4e-016e1399d6e7;google-2
2026-06-30_2026-07-29;Debeka;Corporate;ChatGPT;ui_mixed;0.5111;0.0896;1548;54;4.9;552;1080;101.5499267578125;1345;2648;544;kw_f2523300-5701-448f-bdc2-826cacdc7496;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;openai-0
2026-06-30_2026-07-29;ERGO;Sterbegeld;AI Mode;grounded;0.5179;0.3782;3906;48;3.4;550;1062;-57.09062957763672;1224;1583;470;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_f80fc734-ee26-454b-9cf1-513db3025a9b;google-1
2026-06-30_2026-07-29;HUK-Coburg;Rechtsschutz;AI Overview;grounded;0.5539;0.1821;922;59;2.6;550;993;155.31886291503906;852;1444;566;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;to_7c373751-e069-4d80-a80f-2b38f3200230;google-0
2026-06-30_2026-07-29;HUK-Coburg;Hausrat;ChatGPT;ui_mixed;0.517;0.17;1214;53;2.9;546;1056;69.76463317871094;1150;1890;644;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;to_32407d98-398d-4651-8a4e-016e1399d6e7;openai-0
2026-06-30_2026-07-29;DKV;Krankenhauszusatz;AI Mode;grounded;0.5108;0.1361;1593;52;3.5;544;1065;29.972206115722656;993;1786;504;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;to_35c4f140-3751-464e-898f-4a180d9dede7;google-1
2026-06-30_2026-07-29;Allianz;Sterbegeld;Gemini;grounded;0.5085;0.2093;880;51;3.1;540;1062;9.056083679199219;720;1681;540;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_f80fc734-ee26-454b-9cf1-513db3025a9b;google-2
2026-06-30_2026-07-29;HUK-Coburg;Rechtsschutz;ChatGPT;ui_mixed;0.5071;0.1383;1096;54;3.8;537;1059;82.75672912597656;1028;2055;544;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;to_7c373751-e069-4d80-a80f-2b38f3200230;openai-0
2026-06-30_2026-07-29;Allianz;Unfall;AI Overview;grounded;0.5408;0.1774;819;55;2.1;523;967;75.22444915771484;750;1125;526;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_36268653-52e5-4a61-80ff-efa9980c3019;google-0
2026-06-30_2026-07-29;HUK-Coburg;Haftpflicht;AI Overview;grounded;0.542;0.1875;949;57;3.6;523;965;124.17652130126953;861;2612;718;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;to_aee384a0-e1c3-4a8b-a19a-4ca59b5357bf;google-0
2026-06-30_2026-07-29;DKV;Krankenhauszusatz;Gemini;grounded;0.4901;0.1605;1000;49;3.5;522;1065;-8.307632446289062;707;1628;461;kw_fc06628b-b4a3-4ca9-92c1-2ad1f28241de;to_35c4f140-3751-464e-898f-4a180d9dede7;google-2
2026-06-30_2026-07-29;Allianz;Haftpflicht;AI Overview;grounded;0.5389;0.1523;771;53;2.8;520;965;37.26136779785156;711;1462;531;kw_342f76c4-22e8-4d9e-88ae-7467637fabce;to_aee384a0-e1c3-4a8b-a19a-4ca59b5357bf;google-0
2026-06-30_2026-07-29;CosmosDirekt;Kfz;ChatGPT;ui_mixed;0.4914;0.0725;901;57;5.1;516;1050;117.15194702148438;893;2603;514;kw_416a8247-b080-4eab-b6c8-321a4b64165d;to_ab40fe22-1afe-4e68-805b-802485151a67;openai-0
2026-06-30_2026-07-29;ERGO;Risikoleben;AI Mode;grounded;0.4863;0.3654;4411;52;3.9;515;1059;65.08865356445312;1617;1778;460;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_4f01314d-b91e-4d28-b1d2-c9766bc59021;google-1
2026-06-30_2026-07-29;HDI;Berufsunfähigkeit;Gemini;grounded;0.4741;0.1126;686;55;4.5;512;1080;54.49940490722656;594;2307;512;kw_c7659191-f1a7-4cad-8459-3bed51c2f014;to_573d31e2-d142-4ddd-ae71-76dfefe9fc30;google-2
2026-06-30_2026-07-29;ERGO;Corporate;ChatGPT;ui_mixed;0.4704;0.0816;1409;56;4.5;508;1080;137.2294464111328;1218;2362;530;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;openai-0
2026-06-30_2026-07-29;HUK-Coburg;Corporate;AI Overview;grounded;0.508;0.165;1075;60;3.1;507;998;171.00393676757812;896;2090;677;kw_f44f05b7-81d2-4406-a71d-63905ffd5147;to_2fdf20cf-1a72-40a0-a1a1-ec205345878a;google-0
2026-06-30_2026-07-29;DEVK;Kfz;ChatGPT;ui_mixed;0.4819;0.0613;762;54;5.4;506;1050;58.5653076171875;753;2734;502;kw_296cebc1-794b-456d-8ce4-ca398a7b8b6e;to_ab40fe22-1afe-4e68-805b-802485151a67;openai-0
2026-06-30_2026-07-29;Barmenia;Krankenhauszusatz;AI Overview;grounded;0.5299;0.1693;757;60;2.8;505;953;141.54520416259766;742;1409;504;kw_0e2665be-83a3-4949-82da-c819c80811eb;to_35c4f140-3751-464e-898f-4a180d9dede7;google-0
2026-06-30_2026-07-29;ERGO;Zahnzusatz;Gemini;grounded;0.498;0.2953;1663;49;3.5;505;1014;-12.233291625976562;1100;1567;453;kw_72b70c33-531d-42d6-ad89-bb108f7b2149;to_603de878-38c2-43b4-b0d5-6db538278bcc;google-2
